image_id,label,original_image_path,original_mask_path,selected_image_path,selected_mask_path,height,width,n_pixels,image_mean,image_std,image_min,image_max,image_median,image_p05,image_p95,dynamic_range,image_skewness,image_kurtosis_excess,lesion_area_px,lesion_area_fraction,lesion_mean,lesion_std,lesion_min,lesion_max,background_mean,background_std,background_min,background_max,lesion_background_contrast
benign (217),benign,data\raw\benign\benign (217).png,data\raw\benign\benign (217)_mask.png,data\selected\busi_subset\benign\images\benign_217.png,data\selected\busi_subset\benign\masks\benign_217_mask.png,396,603,238788,81.6440658569336,40.73809814453125,0.0,255.0,76.0,24.0,158.0,255.0,0.7670084238052368,0.81026291847229,20778,0.08701442283531836,51.99321365356445,44.02205276489258,0.0,240.0,84.47001647949219,39.259212493896484,0.0,255.0,0.38447728762983907
malignant (26),malignant,data\raw\malignant\malignant (26).png,data\raw\malignant\malignant (26)_mask.png,data\selected\busi_subset\malignant\images\malignant_26.png,data\selected\busi_subset\malignant\masks\malignant_26_mask.png,469,564,264516,109.50440979003906,56.534767150878906,0.0,255.0,106.0,28.0,205.0,255.0,0.29065820574760437,-0.793830156326294,12900,0.0487683164723495,108.01395416259766,39.787532806396484,34.0,255.0,109.58084106445312,57.26049041748047,0.0,255.0,0.014298912898385861
benign (205),benign,data\raw\benign\benign (205).png,data\raw\benign\benign (205)_mask.png,data\selected\busi_subset\benign\images\benign_205.png,data\selected\busi_subset\benign\masks\benign_205_mask.png,477,557,265689,66.41060638427734,48.42043685913086,0.0,255.0,67.0,1.0,154.0,255.0,0.5469936728477478,0.052968740463256836,59848,0.22525584423894102,82.48967742919922,31.69715690612793,16.0,237.0,61.73564147949219,51.35238265991211,0.0,255.0,-0.3361759179782639
malignant (200),malignant,data\raw\malignant\malignant (200).png,data\raw\malignant\malignant (200)_mask.png,data\selected\busi_subset\malignant\images\malignant_200.png,data\selected\busi_subset\malignant\masks\malignant_200_mask.png,463,438,202794,110.0801773071289,48.7606086730957,0.0,255.0,109.0,44.0,195.0,255.0,0.38809776306152344,-0.6986608505249023,12666,0.06245746915589219,119.85015106201172,41.10454559326172,47.0,255.0,109.42932891845703,49.159423828125,0.0,255.0,-0.09522878597169904
benign (260),benign,data\raw\benign\benign (260).png,data\raw\benign\benign (260)_mask.png,data\selected\busi_subset\benign\images\benign_260.png,data\selected\busi_subset\benign\masks\benign_260_mask.png,331,498,164838,104.79947662353516,43.414268493652344,0.0,255.0,99.0,42.0,186.0,255.0,0.5618414282798767,0.03809165954589844,9149,0.0555029786821,70.41665649414062,47.894561767578125,0.0,252.0,106.8199691772461,42.27536392211914,0.0,255.0,0.3407912674014503
benign (151),benign,data\raw\benign\benign (151).png,data\raw\benign\benign (151)_mask.png,data\selected\busi_subset\benign\images\benign_151.png,data\selected\busi_subset\benign\masks\benign_151_mask.png,469,560,262640,122.22673034667969,60.37554168701172,0.0,255.0,121.0,33.0,227.0,255.0,0.21651938557624817,-0.8431353569030762,2318,0.008825769113615595,73.08023834228516,34.08767318725586,31.0,200.0,122.66435241699219,60.37895584106445,0.0,255.0,0.4042259474220001
benign (428),benign,data\raw\benign\benign (428).png,data\raw\benign\benign (428)_mask.png,data\selected\busi_subset\benign\images\benign_428.png,data\selected\busi_subset\benign\masks\benign_428_mask.png,382,769,293758,81.07028198242188,57.444190979003906,0.0,255.0,80.0,1.0,174.0,255.0,0.20753245055675507,-0.8466038703918457,17602,0.05992007026191627,75.72542572021484,33.03076171875,4.0,242.0,81.41093444824219,58.640316009521484,0.0,255.0,0.06983716334743205
benign (304),benign,data\raw\benign\benign (304).png,data\raw\benign\benign (304)_mask.png,data\selected\busi_subset\benign\images\benign_304.png,data\selected\busi_subset\benign\masks\benign_304_mask.png,387,467,180729,102.60131072998047,52.55270767211914,0.0,255.0,112.0,20.0,185.0,255.0,-0.015660688281059265,-0.8404054641723633,19804,0.10957842958241344,140.53570556640625,24.25078582763672,77.0,255.0,97.93299102783203,53.2015495300293,0.0,255.0,-0.43501902767491873
benign (359),benign,data\raw\benign\benign (359).png,data\raw\benign\benign (359)_mask.png,data\selected\busi_subset\benign\images\benign_359.png,data\selected\busi_subset\benign\masks\benign_359_mask.png,462,567,261954,111.10535430908203,64.1213150024414,0.0,255.0,114.0,22.0,211.0,255.0,0.13572190701961517,-1.2016655206680298,4408,0.016827381906746985,113.580078125,47.44635772705078,45.0,236.0,111.0630111694336,64.36830139160156,0.0,255.0,-0.022663413577899746
benign (115),benign,data\raw\benign\benign (115).png,data\raw\benign\benign (115)_mask.png,data\selected\busi_subset\benign\images\benign_115.png,data\selected\busi_subset\benign\masks\benign_115_mask.png,469,554,259826,110.2376480102539,43.566261291503906,0.0,255.0,106.0,44.0,189.0,255.0,0.39913249015808105,-0.22437810897827148,4295,0.01653029335016511,75.02933502197266,49.89995193481445,10.0,239.0,110.8294448852539,43.20743942260742,0.0,255.0,0.3230198427603451
benign (403),benign,data\raw\benign\benign (403).png,data\raw\benign\benign (403)_mask.png,data\selected\busi_subset\benign\images\benign_403.png,data\selected\busi_subset\benign\masks\benign_403_mask.png,467,549,256383,98.19598388671875,48.57181930541992,0.0,255.0,94.0,25.0,182.0,255.0,0.3654315769672394,-0.4709045886993408,35763,0.13949052784310972,83.31333923339844,26.21590805053711,21.0,199.0,100.60846710205078,50.877532958984375,0.0,255.0,0.17190529152372655
benign (335),benign,data\raw\benign\benign (335).png,data\raw\benign\benign (335)_mask.png,data\selected\busi_subset\benign\images\benign_335.png,data\selected\busi_subset\benign\masks\benign_335_mask.png,559,681,380679,44.7932243347168,30.636184692382812,0.0,221.0,38.0,9.0,102.0,221.0,0.9095950126647949,0.754401683807373,25863,0.06793912981803567,75.28771209716797,27.93155860900879,12.0,173.0,42.5704460144043,29.62091636657715,0.0,221.0,-0.7685441224648643
benign (41),benign,data\raw\benign\benign (41).png,data\raw\benign\benign (41)_mask.png,data\selected\busi_subset\benign\images\benign_41.png,data\selected\busi_subset\benign\masks\benign_41_mask.png,484,550,266200,78.31629943847656,61.03915786743164,0.0,255.0,66.0,5.0,181.0,255.0,0.43831661343574524,-1.0132994651794434,23703,0.08904207362885048,23.874446868896484,25.827608108520508,0.0,153.0,83.63773345947266,60.882896423339844,0.0,255.0,0.7145493321192099
malignant (74),malignant,data\raw\malignant\malignant (74).png,data\raw\malignant\malignant (74)_mask.png,data\selected\busi_subset\malignant\images\malignant_74.png,data\selected\busi_subset\malignant\masks\malignant_74_mask.png,464,558,258912,93.70365905761719,50.15990447998047,0.0,255.0,92.0,12.0,184.0,255.0,0.34068000316619873,-0.17013955116271973,11269,0.043524440736620935,85.55302429199219,32.08180618286133,26.0,245.0,94.07456970214844,50.798728942871094,0.0,255.0,0.09058287947774488
benign (276),benign,data\raw\benign\benign (276).png,data\raw\benign\benign (276)_mask.png,data\selected\busi_subset\benign\images\benign_276.png,data\selected\busi_subset\benign\masks\benign_276_mask.png,474,550,260700,57.90480422973633,56.72731018066406,0.0,255.0,31.0,4.0,181.0,255.0,1.280766248703003,0.8569912910461426,30396,0.11659378596087457,78.07359313964844,42.369205474853516,0.0,254.0,55.242881774902344,57.83599853515625,0.0,255.0,-0.4132787904447381
benign (425),benign,data\raw\benign\benign (425).png,data\raw\benign\benign (425)_mask.png,data\selected\busi_subset\benign\images\benign_425.png,data\selected\busi_subset\benign\masks\benign_425_mask.png,469,544,255136,122.02294921875,62.77254867553711,0.0,255.0,125.0,23.0,226.0,255.0,0.045110512524843216,-0.9387912750244141,5124,0.02008340649692713,92.68754577636719,50.39433670043945,29.0,255.0,122.62419128417969,62.85780715942383,0.0,255.0,0.24413327575790858
malignant (27),malignant,data\raw\malignant\malignant (27).png,data\raw\malignant\malignant (27)_mask.png,data\selected\busi_subset\malignant\images\malignant_27.png,data\selected\busi_subset\malignant\masks\malignant_27_mask.png,475,567,269325,101.68486022949219,60.89872741699219,0.0,255.0,96.0,22.0,207.0,255.0,0.40825530886650085,-0.8448317050933838,7527,0.027947646895015315,119.11372375488281,37.20233917236328,47.0,254.0,101.18375396728516,61.37187194824219,0.0,255.0,-0.17720206142601483
benign (377),benign,data\raw\benign\benign (377).png,data\raw\benign\benign (377)_mask.png,data\selected\busi_subset\benign\images\benign_377.png,data\selected\busi_subset\benign\masks\benign_377_mask.png,578,752,434656,95.6827163696289,59.334205627441406,0.0,255.0,96.0,11.0,195.0,255.0,0.2097940295934677,-0.9640533924102783,9459,0.021762037105205037,102.75631713867188,34.82239532470703,24.0,247.0,95.52536010742188,59.755775451660156,0.0,255.0,-0.07569672621345315
benign (188),benign,data\raw\benign\benign (188).png,data\raw\benign\benign (188)_mask.png,data\selected\busi_subset\benign\images\benign_188.png,data\selected\busi_subset\benign\masks\benign_188_mask.png,600,655,393000,35.31050491333008,45.05284118652344,0.0,228.0,15.0,1.0,133.0,228.0,1.461395025253296,1.5230202674865723,176271,0.44852671755725193,4.994599342346191,8.293087005615234,0.0,67.0,59.96717071533203,47.636474609375,0.0,228.0,0.9167111055610246
benign (267),benign,data\raw\benign\benign (267).png,data\raw\benign\benign (267)_mask.png,data\selected\busi_subset\benign\images\benign_267.png,data\selected\busi_subset\benign\masks\benign_267_mask.png,327,500,163500,108.79327392578125,39.705772399902344,6.0,255.0,102.0,56.0,185.0,249.0,0.6547557711601257,-0.09286093711853027,6275,0.03837920489296636,82.72749328613281,34.4638557434082,6.0,247.0,109.83357238769531,39.54574966430664,7.0,255.0,0.24679229228212995
benign (85),benign,data\raw\benign\benign (85).png,data\raw\benign\benign (85)_mask.png,data\selected\busi_subset\benign\images\benign_85.png,data\selected\busi_subset\benign\masks\benign_85_mask.png,465,561,260865,72.75648498535156,49.63508605957031,0.0,255.0,66.0,9.0,161.0,255.0,0.4836219251155853,-0.7370586395263672,28115,0.10777605274758975,61.76791763305664,37.2666130065918,0.0,255.0,74.08384704589844,50.76543426513672,0.0,239.0,0.1662431137458219
benign (437),benign,data\raw\benign\benign (437).png,data\raw\benign\benign (437)_mask.png,data\selected\busi_subset\benign\images\benign_437.png,data\selected\busi_subset\benign\masks\benign_437_mask.png,585,768,449280,113.30296325683594,65.49808502197266,0.0,255.0,122.0,15.0,212.0,255.0,-0.0599929504096508,-1.2537293434143066,1757,0.003910701566951567,111.54923248291016,34.06898880004883,65.0,234.0,113.30986022949219,65.59170532226562,0.0,255.0,0.015538168901283272
benign (434),benign,data\raw\benign\benign (434).png,data\raw\benign\benign (434)_mask.png,data\selected\busi_subset\benign\images\benign_434.png,data\selected\busi_subset\benign\masks\benign_434_mask.png,609,501,305109,67.29730224609375,52.023494720458984,0.0,255.0,59.0,1.0,165.0,255.0,0.6230370998382568,-0.4209897518157959,50047,0.1640299040670711,41.1378288269043,27.454967498779297,0.0,186.0,72.43019104003906,54.119930267333984,0.0,255.0,0.4320347876966962
benign (417),benign,data\raw\benign\benign (417).png,data\raw\benign\benign (417)_mask.png,data\selected\busi_subset\benign\images\benign_417.png,data\selected\busi_subset\benign\masks\benign_417_mask.png,416,599,249184,68.10214233398438,56.97826385498047,0.0,255.0,64.0,1.0,170.0,255.0,0.4569319188594818,-0.8381171226501465,7036,0.028236162835495057,96.88459014892578,23.22528076171875,41.0,213.0,67.26582336425781,57.449214935302734,0.0,255.0,-0.4403241542123586
benign (104),benign,data\raw\benign\benign (104).png,data\raw\benign\benign (104)_mask.png,data\selected\busi_subset\benign\images\benign_104.png,data\selected\busi_subset\benign\masks\benign_104_mask.png,578,777,449106,98.2022476196289,55.69894027709961,0.0,255.0,95.0,18.0,194.0,255.0,0.29464849829673767,-0.7714745998382568,3930,0.008750718093278646,76.16412353515625,42.0328254699707,5.0,228.0,98.39682006835938,55.76591491699219,0.0,255.0,0.22594933978047133
benign (140),benign,data\raw\benign\benign (140).png,data\raw\benign\benign (140)_mask.png,data\selected\busi_subset\benign\images\benign_140.png,data\selected\busi_subset\benign\masks\benign_140_mask.png,591,452,267132,91.79549407958984,67.4579086303711,0.0,255.0,69.0,12.0,211.0,255.0,0.5639664530754089,-1.0464621782302856,51903,0.19429720138358564,29.821378707885742,20.60685920715332,0.0,143.0,106.74070739746094,66.30213165283203,0.0,255.0,0.7206185021423112
benign (84),benign,data\raw\benign\benign (84).png,data\raw\benign\benign (84)_mask.png,data\selected\busi_subset\benign\images\benign_84.png,data\selected\busi_subset\benign\masks\benign_84_mask.png,510,839,427890,64.40336608886719,49.71432876586914,0.0,249.0,52.0,1.0,164.0,249.0,0.8691025376319885,0.15602588653564453,45021,0.10521629390731263,25.70022964477539,37.49101638793945,0.0,210.0,68.95440673828125,48.98983383178711,0.0,249.0,0.6272866250797526
malignant (108),malignant,data\raw\malignant\malignant (108).png,data\raw\malignant\malignant (108)_mask.png,data\selected\busi_subset\malignant\images\malignant_108.png,data\selected\busi_subset\malignant\masks\malignant_108_mask.png,459,660,302940,64.46369171142578,49.172733306884766,0.0,255.0,55.0,3.0,165.0,255.0,0.8385826349258423,0.1010599136352539,47983,0.1583911005479633,51.309837341308594,22.510377883911133,0.0,213.0,66.93926239013672,52.33509826660156,0.0,255.0,0.23348666370719084
malignant (1),malignant,data\raw\malignant\malignant (1).png,data\raw\malignant\malignant (1)_mask.png,data\selected\busi_subset\malignant\images\malignant_1.png,data\selected\busi_subset\malignant\masks\malignant_1_mask.png,598,449,268502,118.21289825439453,61.458351135253906,0.0,255.0,105.0,35.0,223.0,255.0,0.36242812871932983,-1.0804766416549683,90995,0.338898779152483,71.13075256347656,36.27418899536133,0.0,214.0,142.3485107421875,57.61928176879883,0.0,255.0,0.5003056077115757
benign (114),benign,data\raw\benign\benign (114).png,data\raw\benign\benign (114)_mask.png,data\selected\busi_subset\benign\images\benign_114.png,data\selected\busi_subset\benign\masks\benign_114_mask.png,575,757,435275,100.57561492919922,40.31877136230469,0.0,255.0,105.0,32.0,163.0,255.0,-0.025310780853033066,-0.4198427200317383,21951,0.05043018781230257,124.29451751708984,16.71872329711914,72.0,208.0,99.31593322753906,40.812095642089844,0.0,255.0,-0.25150631399503853
benign (143),benign,data\raw\benign\benign (143).png,data\raw\benign\benign (143)_mask.png,data\selected\busi_subset\benign\images\benign_143.png,data\selected\busi_subset\benign\masks\benign_143_mask.png,467,554,258718,118.95929718017578,55.86893844604492,0.0,255.0,117.0,34.0,224.0,255.0,0.3790750801563263,-0.4670219421386719,1392,0.0053803755440286335,95.62715148925781,30.930744171142578,38.0,226.0,119.08553314208984,55.947174072265625,0.0,255.0,0.19698766955069352
malignant (8),malignant,data\raw\malignant\malignant (8).png,data\raw\malignant\malignant (8)_mask.png,data\selected\busi_subset\malignant\images\malignant_8.png,data\selected\busi_subset\malignant\masks\malignant_8_mask.png,473,426,201498,96.0501937866211,64.54484558105469,0.0,255.0,99.0,15.0,189.0,255.0,0.08400018513202667,-1.516311764717102,11091,0.055042729952654613,69.87259674072266,29.81377601623535,11.0,223.0,97.57500457763672,65.68628692626953,0.0,255.0,0.2839088550801268
malignant (48),malignant,data\raw\malignant\malignant (48).png,data\raw\malignant\malignant (48)_mask.png,data\selected\busi_subset\malignant\images\malignant_48.png,data\selected\busi_subset\malignant\masks\malignant_48_mask.png,493,552,272136,84.89231872558594,61.180328369140625,0.0,255.0,72.0,13.0,190.0,255.0,0.5122559070587158,-0.8835558891296387,12628,0.04640326895375842,79.6492691040039,31.80561065673828,24.0,225.0,85.14744567871094,62.245853424072266,0.0,255.0,0.06457241941006334
benign (102),benign,data\raw\benign\benign (102).png,data\raw\benign\benign (102)_mask.png,data\selected\busi_subset\benign\images\benign_102.png,data\selected\busi_subset\benign\masks\benign_102_mask.png,610,634,386740,54.359413146972656,37.90179443359375,0.0,239.0,46.0,7.0,130.0,239.0,1.1068614721298218,1.3169054985046387,18857,0.048758856079019496,14.296282768249512,16.367717742919922,0.0,107.0,56.412967681884766,37.5494270324707,0.0,239.0,0.7465780765810325
benign (432),benign,data\raw\benign\benign (432).png,data\raw\benign\benign (432)_mask.png,data\selected\busi_subset\benign\images\benign_432.png,data\selected\busi_subset\benign\masks\benign_432_mask.png,394,469,184786,98.3668441772461,53.7603759765625,0.0,255.0,100.0,15.0,192.0,255.0,0.24112653732299805,-0.5404999256134033,14408,0.07797127488013161,38.12152862548828,42.96859359741211,0.0,247.0,103.46147918701172,51.43511199951172,0.0,255.0,0.6315389173694577
benign (406),benign,data\raw\benign\benign (406).png,data\raw\benign\benign (406)_mask.png,data\selected\busi_subset\benign\images\benign_406.png,data\selected\busi_subset\benign\masks\benign_406_mask.png,463,563,260669,108.99640655517578,44.08974838256836,0.0,255.0,111.0,37.0,183.0,255.0,0.19014786183834076,-0.290118932723999,38429,0.14742451154529307,87.97421264648438,35.38684844970703,14.0,236.0,112.63150024414062,44.42833709716797,0.0,255.0,0.2189199961113879
malignant (16),malignant,data\raw\malignant\malignant (16).png,data\raw\malignant\malignant (16)_mask.png,data\selected\busi_subset\malignant\images\malignant_16.png,data\selected\busi_subset\malignant\masks\malignant_16_mask.png,472,511,241192,53.00665283203125,42.634132385253906,0.0,255.0,41.0,9.0,152.0,255.0,1.6889292001724243,3.2394237518310547,48943,0.20292132409035127,32.01399612426758,21.50202178955078,0.0,154.0,58.35099411010742,44.966190338134766,0.0,255.0,0.451354743530655
benign (88),benign,data\raw\benign\benign (88).png,data\raw\benign\benign (88)_mask.png,data\selected\busi_subset\benign\images\benign_88.png,data\selected\busi_subset\benign\masks\benign_88_mask.png,560,873,488880,64.50733184814453,56.816864013671875,0.0,255.0,49.0,1.0,172.0,255.0,0.7505815625190735,-0.4041719436645508,38760,0.07928325969563083,26.90482521057129,22.373733520507812,0.0,140.0,67.74530029296875,57.71296691894531,0.0,255.0,0.6028532591892244
malignant (155),malignant,data\raw\malignant\malignant (155).png,data\raw\malignant\malignant (155)_mask.png,data\selected\busi_subset\malignant\images\malignant_155.png,data\selected\busi_subset\malignant\masks\malignant_155_mask.png,487,551,268337,79.30766296386719,44.58012771606445,0.0,255.0,75.0,19.0,160.0,255.0,0.5882545709609985,-0.10747098922729492,38117,0.14204899063491058,59.636566162109375,28.739906311035156,0.0,199.0,82.56453704833984,45.880332946777344,0.0,255.0,0.2776975648761845
benign (407),benign,data\raw\benign\benign (407).png,data\raw\benign\benign (407)_mask.png,data\selected\busi_subset\benign\images\benign_407.png,data\selected\busi_subset\benign\masks\benign_407_mask.png,467,560,261520,115.55989837646484,50.6525764465332,0.0,255.0,112.0,41.0,200.0,255.0,0.24521595239639282,-0.780296802520752,93557,0.3577431936371979,77.04788208007812,36.444210052490234,16.0,255.0,137.01144409179688,44.36973571777344,0.0,255.0,0.43765367487964707
benign (307),benign,data\raw\benign\benign (307).png,data\raw\benign\benign (307)_mask.png,data\selected\busi_subset\benign\images\benign_307.png,data\selected\busi_subset\benign\masks\benign_307_mask.png,587,775,454925,84.08460998535156,55.06578063964844,0.0,248.0,78.0,6.0,182.0,248.0,0.3939599394798279,-0.7471153736114502,12040,0.026465900972687806,51.06611251831055,45.66664123535156,0.0,225.0,84.98223876953125,55.02305221557617,0.0,248.0,0.39909664346698426
benign (123),benign,data\raw\benign\benign (123).png,data\raw\benign\benign (123)_mask.png,data\selected\busi_subset\benign\images\benign_123.png,data\selected\busi_subset\benign\masks\benign_123_mask.png,610,648,395280,65.75643920898438,37.22550582885742,0.0,242.0,57.0,19.0,138.0,242.0,0.8153747320175171,0.41965436935424805,22304,0.05642582473183566,37.79039764404297,37.26841354370117,0.0,238.0,67.4288101196289,36.55107116699219,0.0,242.0,0.43955117135549926
malignant (150),malignant,data\raw\malignant\malignant (150).png,data\raw\malignant\malignant (150)_mask.png,data\selected\busi_subset\malignant\images\malignant_150.png,data\selected\busi_subset\malignant\masks\malignant_150_mask.png,463,557,257891,96.45137023925781,63.11830139160156,0.0,255.0,78.0,24.0,216.0,255.0,0.6813908219337463,-0.6797683238983154,102194,0.39626819082480585,51.91893005371094,30.347078323364258,0.0,225.0,125.68087768554688,61.954193115234375,0.0,255.0,0.5868987310107675
benign (342),benign,data\raw\benign\benign (342).png,data\raw\benign\benign (342)_mask.png,data\selected\busi_subset\benign\images\benign_342.png,data\selected\busi_subset\benign\masks\benign_342_mask.png,431,581,250411,87.94709777832031,43.47901153564453,0.0,255.0,77.0,32.0,174.0,255.0,0.9795731902122498,0.8290951251983643,60194,0.24038081394187955,69.01299285888672,25.06318473815918,0.0,216.0,93.93875122070312,46.26573944091797,0.0,255.0,0.2653405334354671
benign (145),benign,data\raw\benign\benign (145).png,data\raw\benign\benign (145)_mask.png,data\selected\busi_subset\benign\images\benign_145.png,data\selected\busi_subset\benign\masks\benign_145_mask.png,574,779,447146,106.5731201171875,58.47993087768555,0.0,255.0,112.0,19.0,196.0,255.0,0.013607831671833992,-1.1199604272842407,8622,0.019282292584524966,48.95917510986328,34.607425689697266,0.0,178.0,107.70590209960938,58.28419876098633,0.0,255.0,0.545436469488563
benign (310),benign,data\raw\benign\benign (310).png,data\raw\benign\benign (310)_mask.png,data\selected\busi_subset\benign\images\benign_310.png,data\selected\busi_subset\benign\masks\benign_310_mask.png,468,544,254592,48.91017532348633,47.82577896118164,0.0,255.0,31.0,1.0,150.0,255.0,1.2182369232177734,0.7931919097900391,18371,0.07215859100050276,51.3270378112793,42.741329193115234,0.0,200.0,48.72221374511719,48.19364929199219,0.0,255.0,-0.0534627609339391
benign (133),benign,data\raw\benign\benign (133).png,data\raw\benign\benign (133)_mask.png,data\selected\busi_subset\benign\images\benign_133.png,data\selected\busi_subset\benign\masks\benign_133_mask.png,342,369,126198,82.7583999633789,66.45357513427734,0.0,255.0,81.0,1.0,196.0,255.0,0.35795846581459045,-1.1241037845611572,1202,0.009524715130192237,72.62645721435547,43.562232971191406,24.0,198.0,82.8558349609375,66.62806701660156,0.0,255.0,0.12345995608118712
benign (245),benign,data\raw\benign\benign (245).png,data\raw\benign\benign (245)_mask.png,data\selected\busi_subset\benign\images\benign_245.png,data\selected\busi_subset\benign\masks\benign_245_mask.png,465,560,260400,86.10818481445312,40.93745422363281,0.0,255.0,78.0,33.0,165.0,255.0,0.9369741082191467,0.972637414932251,5649,0.021693548387096775,93.03876495361328,48.91889953613281,7.0,255.0,85.95452117919922,40.72938537597656,0.0,255.0,-0.08241851244590782
benign (319),benign,data\raw\benign\benign (319).png,data\raw\benign\benign (319)_mask.png,data\selected\busi_subset\benign\images\benign_319.png,data\selected\busi_subset\benign\masks\benign_319_mask.png,467,560,261520,129.3280487060547,53.34291076660156,0.0,255.0,131.0,44.0,219.0,255.0,0.06363827735185623,-0.7473227977752686,9889,0.03781355154481493,70.84002685546875,27.478992462158203,28.0,236.0,131.62661743164062,52.80052947998047,0.0,255.0,0.4618107777716225
malignant (75),malignant,data\raw\malignant\malignant (75).png,data\raw\malignant\malignant (75)_mask.png,data\selected\busi_subset\malignant\images\malignant_75.png,data\selected\busi_subset\malignant\masks\malignant_75_mask.png,412,441,181692,55.710487365722656,47.945552825927734,0.0,238.0,38.0,1.0,139.0,238.0,0.5866267085075378,-0.8506126403808594,39280,0.21619003588490412,116.602294921875,25.340024948120117,49.0,222.0,38.91534423828125,38.09135437011719,0.0,238.0,-1.9963063974957616
benign (262),benign,data\raw\benign\benign (262).png,data\raw\benign\benign (262)_mask.png,data\selected\busi_subset\benign\images\benign_262.png,data\selected\busi_subset\benign\masks\benign_262_mask.png,401,471,188871,66.6733627319336,48.69647216796875,0.0,255.0,67.0,1.0,157.0,255.0,0.5203319787979126,-0.08308291435241699,42646,0.22579432522727153,82.3197021484375,31.75098991394043,17.0,250.0,62.110164642333984,51.73688507080078,0.0,255.0,-0.3253821273736404
malignant (195),malignant,data\raw\malignant\malignant (195).png,data\raw\malignant\malignant (195)_mask.png,data\selected\busi_subset\malignant\images\malignant_195.png,data\selected\busi_subset\malignant\masks\malignant_195_mask.png,475,555,263625,112.6175308227539,52.97813415527344,0.0,255.0,117.0,32.0,201.0,255.0,0.20444613695144653,-0.6440374851226807,46680,0.1770697012802276,66.00785827636719,33.89760971069336,5.0,223.0,122.64651489257812,50.9443473815918,0.0,255.0,0.4618040444214885
malignant (207),malignant,data\raw\malignant\malignant (207).png,data\raw\malignant\malignant (207)_mask.png,data\selected\busi_subset\malignant\images\malignant_207.png,data\selected\busi_subset\malignant\masks\malignant_207_mask.png,458,557,255106,78.47393798828125,51.910362243652344,0.0,255.0,70.0,13.0,175.0,255.0,0.6581048369407654,-0.33849596977233887,28227,0.11064812274113506,78.12116241455078,40.33135986328125,0.0,228.0,78.51781463623047,53.174720764160156,0.0,255.0,0.005051748109226449
benign (28),benign,data\raw\benign\benign (28).png,data\raw\benign\benign (28)_mask.png,data\selected\busi_subset\benign\images\benign_28.png,data\selected\busi_subset\benign\masks\benign_28_mask.png,696,841,585336,94.40081787109375,41.06632995605469,8.0,244.0,86.0,39.0,177.0,236.0,0.6909981369972229,-0.07886314392089844,18616,0.03180395533505542,32.02374267578125,16.689428329467773,8.0,182.0,96.44979858398438,40.008522033691406,10.0,244.0,0.6679750175468113
malignant (197),malignant,data\raw\malignant\malignant (197).png,data\raw\malignant\malignant (197)_mask.png,data\selected\busi_subset\malignant\images\malignant_197.png,data\selected\busi_subset\malignant\masks\malignant_197_mask.png,484,552,267168,78.17373657226562,54.983848571777344,0.0,255.0,82.0,3.0,163.0,255.0,0.23460668325424194,-0.7839787006378174,29061,0.10877425440172475,41.7537956237793,39.11714172363281,0.0,212.0,82.61878204345703,54.98914337158203,0.0,255.0,0.49462102204843406
benign (60),benign,data\raw\benign\benign (60).png,data\raw\benign\benign (60)_mask.png,data\selected\busi_subset\benign\images\benign_60.png,data\selected\busi_subset\benign\masks\benign_60_mask.png,598,759,453882,70.27255249023438,65.98657989501953,0.0,255.0,53.0,1.0,191.0,255.0,0.5973196625709534,-0.9067492485046387,2427,0.00534720478009703,85.38318634033203,54.40233612060547,3.0,226.0,70.1913070678711,66.03402709960938,0.0,255.0,-0.21643533800570036
malignant (79),malignant,data\raw\malignant\malignant (79).png,data\raw\malignant\malignant (79)_mask.png,data\selected\busi_subset\malignant\images\malignant_79.png,data\selected\busi_subset\malignant\masks\malignant_79_mask.png,468,564,263952,78.4358901977539,66.10200500488281,0.0,255.0,54.5,7.0,194.0,255.0,0.5903516411781311,-0.9912257194519043,42462,0.16087015821058373,79.80718994140625,42.80049133300781,0.0,255.0,78.17300415039062,69.68163299560547,0.0,255.0,-0.02090473314371675
malignant (201),malignant,data\raw\malignant\malignant (201).png,data\raw\malignant\malignant (201)_mask.png,data\selected\busi_subset\malignant\images\malignant_201.png,data\selected\busi_subset\malignant\masks\malignant_201_mask.png,576,678,390528,61.058780670166016,57.12110900878906,0.0,244.0,34.0,2.0,169.0,244.0,0.810782790184021,-0.6177031993865967,78455,0.20089468616846937,25.755605697631836,23.792917251586914,0.0,188.0,69.93396759033203,59.57081985473633,0.0,244.0,0.6317153653454441
benign (160),benign,data\raw\benign\benign (160).png,data\raw\benign\benign (160)_mask.png,data\selected\busi_subset\benign\images\benign_160.png,data\selected\busi_subset\benign\masks\benign_160_mask.png,585,624,365040,121.31410217285156,58.281402587890625,0.0,255.0,127.0,33.0,213.0,255.0,-0.0074021159671247005,-1.0480101108551025,3629,0.009941376287530133,73.9933853149414,34.733619689941406,23.0,205.0,121.78923034667969,58.27524948120117,0.0,255.0,0.3924472212506831
benign (426),benign,data\raw\benign\benign (426).png,data\raw\benign\benign (426)_mask.png,data\selected\busi_subset\benign\images\benign_426.png,data\selected\busi_subset\benign\masks\benign_426_mask.png,465,549,255285,100.06304931640625,53.0992431640625,0.0,255.0,109.0,19.0,184.0,255.0,0.062348414212465286,-0.6318411827087402,79105,0.3098693616937932,125.75054931640625,24.732038497924805,37.0,239.0,88.52934265136719,58.151187896728516,0.0,255.0,-0.4204392074547936
