image_id,label,method,speckle_index,high_frequency_energy,lesion_background_contrast,robust_bilateral_image_path,robust_bilateral_mask_path,robust_nlm_image_path,robust_nlm_mask_path
malignant (197),malignant,raw,0.7033544894064133,0.0015628458647864358,0.49462102204843406,,,,
malignant (197),malignant,robust_bilateral,0.703260975779301,0.0011580754936672444,0.5010926898047228,data\processed\preprocessed\robust_bilateral\malignant\images\malignant_197.png,data\processed\preprocessed\robust_bilateral\malignant\masks\malignant_197_mask.png,,
malignant (197),malignant,robust_nlm,0.7054156317960402,0.0010626445549903117,0.5029699705247681,,,data\processed\preprocessed\robust_nlm\malignant\images\malignant_197.png,data\processed\preprocessed\robust_nlm\malignant\masks\malignant_197_mask.png
benign (60),benign,raw,0.9390092939087354,0.00302353598748322,-0.21643533800570036,,,,
benign (60),benign,robust_bilateral,0.937742888423278,0.0028011225605877044,-0.2245165550195179,data\processed\preprocessed\robust_bilateral\benign\images\benign_60.png,data\processed\preprocessed\robust_bilateral\benign\masks\benign_60_mask.png,,
benign (60),benign,robust_nlm,0.9398443093211543,0.002829961287303314,-0.22101100695533357,,,data\processed\preprocessed\robust_nlm\benign\images\benign_60.png,data\processed\preprocessed\robust_nlm\benign\masks\benign_60_mask.png
malignant (79),malignant,raw,0.8427520212778271,0.0020982276426176477,-0.02090473314371675,,,,
malignant (79),malignant,robust_bilateral,0.8502193915846841,0.001579416175177383,-0.02282756098592518,data\processed\preprocessed\robust_bilateral\malignant\images\malignant_79.png,data\processed\preprocessed\robust_bilateral\malignant\masks\malignant_79_mask.png,,
malignant (79),malignant,robust_nlm,0.8525596690651742,0.0016231156438845345,-0.020855323018489583,,,data\processed\preprocessed\robust_nlm\malignant\images\malignant_79.png,data\processed\preprocessed\robust_nlm\malignant\masks\malignant_79_mask.png
malignant (201),malignant,raw,0.9355101491029129,0.0028405176068593855,0.6317153653454441,,,,
malignant (201),malignant,robust_bilateral,0.9332195411507999,0.0021494496602660587,0.6342779192072768,data\processed\preprocessed\robust_bilateral\malignant\images\malignant_201.png,data\processed\preprocessed\robust_bilateral\malignant\masks\malignant_201_mask.png,,
malignant (201),malignant,robust_nlm,0.9344602558602417,0.002324225332497452,0.6354829868870255,,,data\processed\preprocessed\robust_nlm\malignant\images\malignant_201.png,data\processed\preprocessed\robust_nlm\malignant\masks\malignant_201_mask.png
benign (160),benign,raw,0.4804173755896057,0.000582546609971556,0.3924472212506831,,,,
benign (160),benign,robust_bilateral,0.5932302144660894,0.0006471409102027057,0.48701698674346894,data\processed\preprocessed\robust_bilateral\benign\images\benign_160.png,data\processed\preprocessed\robust_bilateral\benign\masks\benign_160_mask.png,,
benign (160),benign,robust_nlm,0.595455211680851,0.0005776492866855519,0.49128784420007077,,,data\processed\preprocessed\robust_nlm\benign\images\benign_160.png,data\processed\preprocessed\robust_nlm\benign\masks\benign_160_mask.png
benign (426),benign,raw,0.5306578554902823,0.0021374719442374623,-0.4204392074547936,,,,
benign (426),benign,robust_bilateral,0.5935219493142911,0.0011527017599795271,-0.4845442016274127,data\processed\preprocessed\robust_bilateral\benign\images\benign_426.png,data\processed\preprocessed\robust_bilateral\benign\masks\benign_426_mask.png,,
benign (426),benign,robust_nlm,0.5974829180644591,0.002109754332833029,-0.49214332746491335,,,data\processed\preprocessed\robust_nlm\benign\images\benign_426.png,data\processed\preprocessed\robust_nlm\benign\masks\benign_426_mask.png
benign (256),benign,raw,0.7873523621596956,0.006420214059479284,-0.17383388710473727,,,,
benign (256),benign,robust_bilateral,0.7694753827846185,0.0046468059923255945,-0.17971166862521598,data\processed\preprocessed\robust_bilateral\benign\images\benign_256.png,data\processed\preprocessed\robust_bilateral\benign\masks\benign_256_mask.png,,
benign (256),benign,robust_nlm,0.7808404929093129,0.004764511987864398,-0.1797440529547459,,,data\processed\preprocessed\robust_nlm\benign\images\benign_256.png,data\processed\preprocessed\robust_nlm\benign\masks\benign_256_mask.png
malignant (139),malignant,raw,0.6606748859024627,0.002374635310370756,0.05389120215028322,,,,
malignant (139),malignant,robust_bilateral,0.7579628372578558,0.0021275629030960523,0.06077461493750919,data\processed\preprocessed\robust_bilateral\malignant\images\malignant_139.png,data\processed\preprocessed\robust_bilateral\malignant\masks\malignant_139_mask.png,,
malignant (139),malignant,robust_nlm,0.7608684395113982,0.0022160782355723106,0.061236177187994206,,,data\processed\preprocessed\robust_nlm\malignant\images\malignant_139.png,data\processed\preprocessed\robust_nlm\malignant\masks\malignant_139_mask.png
benign (250),benign,raw,0.40568472629799807,0.0027640088807906857,0.10520778065782407,,,,
benign (250),benign,robust_bilateral,0.5544100344744137,0.0030098535645444544,0.17394231810692426,data\processed\preprocessed\robust_bilateral\benign\images\benign_250.png,data\processed\preprocessed\robust_bilateral\benign\masks\benign_250_mask.png,,
benign (250),benign,robust_nlm,0.568869631914152,0.0037642177991113776,0.15027807805061313,,,data\processed\preprocessed\robust_nlm\benign\images\benign_250.png,data\processed\preprocessed\robust_nlm\benign\masks\benign_250_mask.png
benign (385),benign,raw,1.3015416687543688,0.0024089216872428708,0.35915807517023113,,,,
benign (385),benign,robust_bilateral,1.2950040351992815,0.002979506100561556,0.3638862821909877,data\processed\preprocessed\robust_bilateral\benign\images\benign_385.png,data\processed\preprocessed\robust_bilateral\benign\masks\benign_385_mask.png,,
benign (385),benign,robust_nlm,1.302057788784798,0.002115206477326743,0.36871566490839175,,,data\processed\preprocessed\robust_nlm\benign\images\benign_385.png,data\processed\preprocessed\robust_nlm\benign\masks\benign_385_mask.png
benign (279),benign,raw,0.5513755463674401,0.00606935906708586,0.16207035959899882,,,,
benign (279),benign,robust_bilateral,0.6199181314996307,0.00405520043967315,0.22894514921084075,data\processed\preprocessed\robust_bilateral\benign\images\benign_279.png,data\processed\preprocessed\robust_bilateral\benign\masks\benign_279_mask.png,,
benign (279),benign,robust_nlm,0.6276824048274344,0.005973142272729512,0.19561337043938362,,,data\processed\preprocessed\robust_nlm\benign\images\benign_279.png,data\processed\preprocessed\robust_nlm\benign\masks\benign_279_mask.png
benign (61),benign,raw,0.4324252933916744,0.001196437414765818,-0.2991743428291512,,,,
benign (61),benign,robust_bilateral,0.5203185751251679,0.0012194625895549528,-0.36874275963097336,data\processed\preprocessed\robust_bilateral\benign\images\benign_61.png,data\processed\preprocessed\robust_bilateral\benign\masks\benign_61_mask.png,,
benign (61),benign,robust_nlm,0.5211887250944288,0.0012582190433511743,-0.36878558346672197,,,data\processed\preprocessed\robust_nlm\benign\images\benign_61.png,data\processed\preprocessed\robust_nlm\benign\masks\benign_61_mask.png
benign (240),benign,raw,0.47338381104228283,0.0035280353459003016,0.29768456371008584,,,,
benign (240),benign,robust_bilateral,0.6186138968126192,0.002829978696945906,0.39268854086499105,data\processed\preprocessed\robust_bilateral\benign\images\benign_240.png,data\processed\preprocessed\robust_bilateral\benign\masks\benign_240_mask.png,,
benign (240),benign,robust_nlm,0.6246757250481648,0.004520037444080692,0.39564668716115753,,,data\processed\preprocessed\robust_nlm\benign\images\benign_240.png,data\processed\preprocessed\robust_nlm\benign\masks\benign_240_mask.png
benign (433),benign,raw,1.0519287149265115,0.004401103831134265,0.47208407399734315,,,,
benign (433),benign,robust_bilateral,1.0486113175658935,0.002863927601282928,0.5190647582668515,data\processed\preprocessed\robust_bilateral\benign\images\benign_433.png,data\processed\preprocessed\robust_bilateral\benign\masks\benign_433_mask.png,,
benign (433),benign,robust_nlm,1.0516343555862342,0.0034735626079978087,0.49636015099542713,,,data\processed\preprocessed\robust_nlm\benign\images\benign_433.png,data\processed\preprocessed\robust_nlm\benign\masks\benign_433_mask.png
malignant (87),malignant,raw,0.940549475278006,0.0022691737052709183,0.006143741284717399,,,,
malignant (87),malignant,robust_bilateral,0.933727541758636,0.002039883690780144,0.003456878057699812,data\processed\preprocessed\robust_bilateral\malignant\images\malignant_87.png,data\processed\preprocessed\robust_bilateral\malignant\masks\malignant_87_mask.png,,
malignant (87),malignant,robust_nlm,0.9367439426955924,0.001881486410532459,0.005435753273588117,,,data\processed\preprocessed\robust_nlm\malignant\images\malignant_87.png,data\processed\preprocessed\robust_nlm\malignant\masks\malignant_87_mask.png
benign (308),benign,raw,0.547281278936839,0.0013620347540293275,-0.21785039878331824,,,,
benign (308),benign,robust_bilateral,0.592595421236703,0.0012394391632130184,-0.21043409824252712,data\processed\preprocessed\robust_bilateral\benign\images\benign_308.png,data\processed\preprocessed\robust_bilateral\benign\masks\benign_308_mask.png,,
benign (308),benign,robust_nlm,0.5949412620203647,0.0011529144712195238,-0.21178539847520444,,,data\processed\preprocessed\robust_nlm\benign\images\benign_308.png,data\processed\preprocessed\robust_nlm\benign\masks\benign_308_mask.png
benign (45),benign,raw,0.5583093992186269,0.0011621148109525097,0.9073164034803164,,,,
benign (45),benign,robust_bilateral,0.5579531581735927,0.000912887334969871,0.9155056694721413,data\processed\preprocessed\robust_bilateral\benign\images\benign_45.png,data\processed\preprocessed\robust_bilateral\benign\masks\benign_45_mask.png,,
benign (45),benign,robust_nlm,0.5597682976648181,0.0009961607767026784,0.9171864753647064,,,data\processed\preprocessed\robust_nlm\benign\images\benign_45.png,data\processed\preprocessed\robust_nlm\benign\masks\benign_45_mask.png
malignant (179),malignant,raw,0.6602544740146433,0.0017922710991846967,0.12116109106955533,,,,
malignant (179),malignant,robust_bilateral,0.6685949195886325,0.0009107242755668231,0.12281895925079471,data\processed\preprocessed\robust_bilateral\malignant\images\malignant_179.png,data\processed\preprocessed\robust_bilateral\malignant\masks\malignant_179_mask.png,,
malignant (179),malignant,robust_nlm,0.6716012427022376,0.0009335513507691774,0.12310450748067317,,,data\processed\preprocessed\robust_nlm\malignant\images\malignant_179.png,data\processed\preprocessed\robust_nlm\malignant\masks\malignant_179_mask.png
benign (197),benign,raw,0.5900159646271225,0.0012594021054513425,0.32085893728051507,,,,
benign (197),benign,robust_bilateral,0.6849647288210893,0.001199455274974258,0.37511917722770954,data\processed\preprocessed\robust_bilateral\benign\images\benign_197.png,data\processed\preprocessed\robust_bilateral\benign\masks\benign_197_mask.png,,
benign (197),benign,robust_nlm,0.689272153407327,0.0010043727821820478,0.3786821038698715,,,data\processed\preprocessed\robust_nlm\benign\images\benign_197.png,data\processed\preprocessed\robust_nlm\benign\masks\benign_197_mask.png
malignant (110),malignant,raw,0.4514670396052486,0.0030478801844206573,0.35368065912008273,,,,
malignant (110),malignant,robust_bilateral,0.5398785843718708,0.0028627767694589627,0.45673551754162794,data\processed\preprocessed\robust_bilateral\malignant\images\malignant_110.png,data\processed\preprocessed\robust_bilateral\malignant\masks\malignant_110_mask.png,,
malignant (110),malignant,robust_nlm,0.5466814896133085,0.0036066604907036147,0.43381808868002364,,,data\processed\preprocessed\robust_nlm\malignant\images\malignant_110.png,data\processed\preprocessed\robust_nlm\malignant\masks\malignant_110_mask.png
benign (168),benign,raw,0.49871020814847056,0.0016809885780764231,0.6321481953852479,,,,
benign (168),benign,robust_bilateral,0.5960759929576974,0.0016497879394544363,0.7626134822239233,data\processed\preprocessed\robust_bilateral\benign\images\benign_168.png,data\processed\preprocessed\robust_bilateral\benign\masks\benign_168_mask.png,,
benign (168),benign,robust_nlm,0.6008810893029671,0.0016391151638265097,0.7662999305579967,,,data\processed\preprocessed\robust_nlm\benign\images\benign_168.png,data\processed\preprocessed\robust_nlm\benign\masks\benign_168_mask.png
malignant (142),malignant,raw,0.5858457242633285,0.0011298492018069117,0.5147368321321815,,,,
malignant (142),malignant,robust_bilateral,0.6337847522882142,0.0008454606468574567,0.5544261716181761,data\processed\preprocessed\robust_bilateral\malignant\images\malignant_142.png,data\processed\preprocessed\robust_bilateral\malignant\masks\malignant_142_mask.png,,
malignant (142),malignant,robust_nlm,0.6352806014361078,0.00082570590690802,0.5552084084368921,,,data\processed\preprocessed\robust_nlm\malignant\images\malignant_142.png,data\processed\preprocessed\robust_nlm\malignant\masks\malignant_142_mask.png
malignant (78),malignant,raw,0.7220147209449456,0.0022751997629437254,-0.3358451626941485,,,,
malignant (78),malignant,robust_bilateral,0.7260311261579726,0.0018504912956668288,-0.344501198227962,data\processed\preprocessed\robust_bilateral\malignant\images\malignant_78.png,data\processed\preprocessed\robust_bilateral\malignant\masks\malignant_78_mask.png,,
malignant (78),malignant,robust_nlm,0.7285021276544112,0.0020631393260136695,-0.34416931762212777,,,data\processed\preprocessed\robust_nlm\malignant\images\malignant_78.png,data\processed\preprocessed\robust_nlm\malignant\masks\malignant_78_mask.png
benign (210),benign,raw,0.5765686265922754,0.0028775619301858956,-0.35087463072681696,,,,
benign (210),benign,robust_bilateral,0.6548549617766193,0.00293709409132214,-0.4128601841439029,data\processed\preprocessed\robust_bilateral\benign\images\benign_210.png,data\processed\preprocessed\robust_bilateral\benign\masks\benign_210_mask.png,,
benign (210),benign,robust_nlm,0.6605046148439536,0.002918376029894306,-0.41249296135181446,,,data\processed\preprocessed\robust_nlm\benign\images\benign_210.png,data\processed\preprocessed\robust_nlm\benign\masks\benign_210_mask.png
malignant (107),malignant,raw,0.640765190227636,0.00213872299185555,-0.3375631752057877,,,,
malignant (107),malignant,robust_bilateral,0.6380865719344474,0.0015422300772810244,-0.3443322682234935,data\processed\preprocessed\robust_bilateral\malignant\images\malignant_107.png,data\processed\preprocessed\robust_bilateral\malignant\masks\malignant_107_mask.png,,
malignant (107),malignant,robust_nlm,0.6428705297259908,0.0016540113579163913,-0.34551505491107676,,,data\processed\preprocessed\robust_nlm\malignant\images\malignant_107.png,data\processed\preprocessed\robust_nlm\malignant\masks\malignant_107_mask.png
malignant (50),malignant,raw,0.9685394862350731,0.002896535621949707,-0.32844054198263856,,,,
malignant (50),malignant,robust_bilateral,0.979744817479678,0.0021180507929282923,-0.3426753499720074,data\processed\preprocessed\robust_bilateral\malignant\images\malignant_50.png,data\processed\preprocessed\robust_bilateral\malignant\masks\malignant_50_mask.png,,
malignant (50),malignant,robust_nlm,0.982047625732211,0.00222705980312739,-0.34195932237667187,,,data\processed\preprocessed\robust_nlm\malignant\images\malignant_50.png,data\processed\preprocessed\robust_nlm\malignant\masks\malignant_50_mask.png
malignant (64),malignant,raw,0.9837563739412541,0.005717572878311781,-0.25429377491365407,,,,
malignant (64),malignant,robust_bilateral,0.9755736456422421,0.004262989874003347,-0.2607044634404561,data\processed\preprocessed\robust_bilateral\malignant\images\malignant_64.png,data\processed\preprocessed\robust_bilateral\malignant\masks\malignant_64_mask.png,,
malignant (64),malignant,robust_nlm,0.9803428747197731,0.004479950048630059,-0.2621728260406858,,,data\processed\preprocessed\robust_nlm\malignant\images\malignant_64.png,data\processed\preprocessed\robust_nlm\malignant\masks\malignant_64_mask.png
benign (291),benign,raw,0.751975622746323,0.002752330558834975,0.38852447986081895,,,,
benign (291),benign,robust_bilateral,0.7408148239351807,0.002270873429920644,0.3961100618858727,data\processed\preprocessed\robust_bilateral\benign\images\benign_291.png,data\processed\preprocessed\robust_bilateral\benign\masks\benign_291_mask.png,,
benign (291),benign,robust_nlm,0.7483466499700602,0.002247914256381617,0.39765615404329524,,,data\processed\preprocessed\robust_nlm\benign\images\benign_291.png,data\processed\preprocessed\robust_nlm\benign\masks\benign_291_mask.png
benign (48),benign,raw,0.9536529702818304,0.0017720587079526411,0.8020804322916179,,,,
benign (48),benign,robust_bilateral,0.9498419235994909,0.001429325387870545,0.804234161768298,data\processed\preprocessed\robust_bilateral\benign\images\benign_48.png,data\processed\preprocessed\robust_bilateral\benign\masks\benign_48_mask.png,,
benign (48),benign,robust_nlm,0.9533031150467158,0.0015476540883013184,0.8062577039070442,,,data\processed\preprocessed\robust_nlm\benign\images\benign_48.png,data\processed\preprocessed\robust_nlm\benign\masks\benign_48_mask.png
benign (68),benign,raw,0.7631270696489239,0.0006513452380086857,0.8428734246945645,,,,
benign (68),benign,robust_bilateral,0.7669043295458119,0.0005410545040834855,0.849995777427178,data\processed\preprocessed\robust_bilateral\benign\images\benign_68.png,data\processed\preprocessed\robust_bilateral\benign\masks\benign_68_mask.png,,
benign (68),benign,robust_nlm,0.7688687266190546,0.0005607266096903092,0.8512158445161703,,,data\processed\preprocessed\robust_nlm\benign\images\benign_68.png,data\processed\preprocessed\robust_nlm\benign\masks\benign_68_mask.png
benign (55),benign,raw,0.6099718322563972,0.0010280269984080765,0.4609653959079394,,,,
benign (55),benign,robust_bilateral,0.6119016449781481,0.000932848084718106,0.46564187854762557,data\processed\preprocessed\robust_bilateral\benign\images\benign_55.png,data\processed\preprocessed\robust_bilateral\benign\masks\benign_55_mask.png,,
benign (55),benign,robust_nlm,0.613632634967457,0.0008694518948439637,0.4673428096962656,,,data\processed\preprocessed\robust_nlm\benign\images\benign_55.png,data\processed\preprocessed\robust_nlm\benign\masks\benign_55_mask.png
malignant (124),malignant,raw,0.9844538395901309,0.004902853292765058,0.47708327559208896,,,,
malignant (124),malignant,robust_bilateral,0.981334920912252,0.001597361782196345,0.49601466329561883,data\processed\preprocessed\robust_bilateral\malignant\images\malignant_124.png,data\processed\preprocessed\robust_bilateral\malignant\masks\malignant_124_mask.png,,
malignant (124),malignant,robust_nlm,0.9838025492635712,0.004206650032564474,0.4786086047630839,,,data\processed\preprocessed\robust_nlm\malignant\images\malignant_124.png,data\processed\preprocessed\robust_nlm\malignant\masks\malignant_124_mask.png
benign (107),benign,raw,0.8091394172235811,0.0013711695788134054,0.3450587260591508,,,,
benign (107),benign,robust_bilateral,0.8055577352341615,0.0012073802612645593,0.3437058632308366,data\processed\preprocessed\robust_bilateral\benign\images\benign_107.png,data\processed\preprocessed\robust_bilateral\benign\masks\benign_107_mask.png,,
benign (107),benign,robust_nlm,0.8079280566858927,0.001139082146413764,0.34593741395374195,,,data\processed\preprocessed\robust_nlm\benign\images\benign_107.png,data\processed\preprocessed\robust_nlm\benign\masks\benign_107_mask.png
benign (97),benign,raw,0.6042059803140832,0.0038072187134430354,0.24772006958104253,,,,
benign (97),benign,robust_bilateral,0.6930660912815979,0.0020802728595546226,0.3008704390061761,data\processed\preprocessed\robust_bilateral\benign\images\benign_97.png,data\processed\preprocessed\robust_bilateral\benign\masks\benign_97_mask.png,,
benign (97),benign,robust_nlm,0.6993050980557503,0.004096813536490014,0.28957276021131734,,,data\processed\preprocessed\robust_nlm\benign\images\benign_97.png,data\processed\preprocessed\robust_nlm\benign\masks\benign_97_mask.png
benign (132),benign,raw,0.949398042454492,0.0008412136984032675,0.693369856517299,,,,
benign (132),benign,robust_bilateral,0.9439609082642884,0.0005700718633203336,0.6949759600391692,data\processed\preprocessed\robust_bilateral\benign\images\benign_132.png,data\processed\preprocessed\robust_bilateral\benign\masks\benign_132_mask.png,,
benign (132),benign,robust_nlm,0.9473737319019532,0.0004074484509183108,0.6997773313715198,,,data\processed\preprocessed\robust_nlm\benign\images\benign_132.png,data\processed\preprocessed\robust_nlm\benign\masks\benign_132_mask.png
benign (229),benign,raw,0.6452859782837227,0.004660692873508342,0.3381854336885724,,,,
benign (229),benign,robust_bilateral,0.7633540947770298,0.0035559025743619726,0.42962397880657505,data\processed\preprocessed\robust_bilateral\benign\images\benign_229.png,data\processed\preprocessed\robust_bilateral\benign\masks\benign_229_mask.png,,
benign (229),benign,robust_nlm,0.7684383668651567,0.005144079221636934,0.4054380134277439,,,data\processed\preprocessed\robust_nlm\benign\images\benign_229.png,data\processed\preprocessed\robust_nlm\benign\masks\benign_229_mask.png
benign (333),benign,raw,0.6980060529025811,0.001716098531933317,-0.29028923276304597,,,,
benign (333),benign,robust_bilateral,0.7103026559615044,0.0014076899929321182,-0.3020376206285541,data\processed\preprocessed\robust_bilateral\benign\images\benign_333.png,data\processed\preprocessed\robust_bilateral\benign\masks\benign_333_mask.png,,
benign (333),benign,robust_nlm,0.71279839223403,0.0015236739271139918,-0.3021380003304714,,,data\processed\preprocessed\robust_nlm\benign\images\benign_333.png,data\processed\preprocessed\robust_nlm\benign\masks\benign_333_mask.png
benign (38),benign,raw,0.9548248001090209,0.0023085853708328164,0.7697769245469307,,,,
benign (38),benign,robust_bilateral,0.9490605211708467,0.0017535652961035949,0.7708980622272832,data\processed\preprocessed\robust_bilateral\benign\images\benign_38.png,data\processed\preprocessed\robust_bilateral\benign\masks\benign_38_mask.png,,
benign (38),benign,robust_nlm,0.9524927618541008,0.001773986074353127,0.7769042719124366,,,data\processed\preprocessed\robust_nlm\benign\images\benign_38.png,data\processed\preprocessed\robust_nlm\benign\masks\benign_38_mask.png
malignant (11),malignant,raw,0.5138872507836173,0.003575049642556254,0.2163966452375262,,,,
malignant (11),malignant,robust_bilateral,0.5336380728910993,0.0029674817039564614,0.23501855002567965,data\processed\preprocessed\robust_bilateral\malignant\images\malignant_11.png,data\processed\preprocessed\robust_bilateral\malignant\masks\malignant_11_mask.png,,
malignant (11),malignant,robust_nlm,0.5454258561602907,0.002992787247222051,0.23653869542887132,,,data\processed\preprocessed\robust_nlm\malignant\images\malignant_11.png,data\processed\preprocessed\robust_nlm\malignant\masks\malignant_11_mask.png
benign (46),benign,raw,0.4689777992570473,0.0010599989855611949,0.43269854284687903,,,,
benign (46),benign,robust_bilateral,0.5484665763328676,0.0009773962309479992,0.5098555744016269,data\processed\preprocessed\robust_bilateral\benign\images\benign_46.png,data\processed\preprocessed\robust_bilateral\benign\masks\benign_46_mask.png,,
benign (46),benign,robust_nlm,0.5524462191159656,0.0009004188227072492,0.5154428584350881,,,data\processed\preprocessed\robust_nlm\benign\images\benign_46.png,data\processed\preprocessed\robust_nlm\benign\masks\benign_46_mask.png
benign (153),benign,raw,0.37563451832969125,0.0005817425006021131,0.4276306260231312,,,,
benign (153),benign,robust_bilateral,0.517588464338609,0.0007575647935966173,0.5838698663010128,data\processed\preprocessed\robust_bilateral\benign\images\benign_153.png,data\processed\preprocessed\robust_bilateral\benign\masks\benign_153_mask.png,,
benign (153),benign,robust_nlm,0.519850220403176,0.000732116062202555,0.5881204924863794,,,data\processed\preprocessed\robust_nlm\benign\images\benign_153.png,data\processed\preprocessed\robust_nlm\benign\masks\benign_153_mask.png
benign (203),benign,raw,0.5960414412864382,0.002172511413192902,-0.5552822234999213,,,,
benign (203),benign,robust_bilateral,0.6663819717133336,0.0017181863233032915,-0.6319620796615193,data\processed\preprocessed\robust_bilateral\benign\images\benign_203.png,data\processed\preprocessed\robust_bilateral\benign\masks\benign_203_mask.png,,
benign (203),benign,robust_nlm,0.6703345211345154,0.0019885186665887606,-0.6365529444575726,,,data\processed\preprocessed\robust_nlm\benign\images\benign_203.png,data\processed\preprocessed\robust_nlm\benign\masks\benign_203_mask.png
malignant (203),malignant,raw,0.8472689010895893,0.002362821205311454,0.2017103373992145,,,,
malignant (203),malignant,robust_bilateral,0.8528765868532119,0.0016598218931774583,0.2042377893854184,data\processed\preprocessed\robust_bilateral\malignant\images\malignant_203.png,data\processed\preprocessed\robust_bilateral\malignant\masks\malignant_203_mask.png,,
malignant (203),malignant,robust_nlm,0.857250396250077,0.0016235380632883647,0.20576116460388386,,,data\processed\preprocessed\robust_nlm\malignant\images\malignant_203.png,data\processed\preprocessed\robust_nlm\malignant\masks\malignant_203_mask.png
malignant (55),malignant,raw,0.4320980422451214,0.0013088507816523352,0.2799684466496098,,,,
malignant (55),malignant,robust_bilateral,0.5294714844987174,0.001416893961908451,0.34737649192759285,data\processed\preprocessed\robust_bilateral\malignant\images\malignant_55.png,data\processed\preprocessed\robust_bilateral\malignant\masks\malignant_55_mask.png,,
malignant (55),malignant,robust_nlm,0.5320808135468026,0.0014801211905072697,0.34928322197812567,,,data\processed\preprocessed\robust_nlm\malignant\images\malignant_55.png,data\processed\preprocessed\robust_nlm\malignant\masks\malignant_55_mask.png
malignant (186),malignant,raw,0.8176991673070506,0.0010907159606918292,0.5791212861351946,,,,
malignant (186),malignant,robust_bilateral,0.8260215260931325,0.0008052591343061152,0.587305802188607,data\processed\preprocessed\robust_bilateral\malignant\images\malignant_186.png,data\processed\preprocessed\robust_bilateral\malignant\masks\malignant_186_mask.png,,
malignant (186),malignant,robust_nlm,0.827808189968728,0.000778847278144024,0.5889703066445232,,,data\processed\preprocessed\robust_nlm\malignant\images\malignant_186.png,data\processed\preprocessed\robust_nlm\malignant\masks\malignant_186_mask.png
benign (341),benign,raw,0.7086993415500628,0.002124092677986997,0.24791729686914712,,,,
benign (341),benign,robust_bilateral,0.7077984201761011,0.0016973894071734927,0.2520401628709102,data\processed\preprocessed\robust_bilateral\benign\images\benign_341.png,data\processed\preprocessed\robust_bilateral\benign\masks\benign_341_mask.png,,
benign (341),benign,robust_nlm,0.7138579194376977,0.001566119217545814,0.25356420785117617,,,data\processed\preprocessed\robust_nlm\benign\images\benign_341.png,data\processed\preprocessed\robust_nlm\benign\masks\benign_341_mask.png
malignant (191),malignant,raw,0.8028800178863721,0.00359730856818449,0.16241794219345498,,,,
malignant (191),malignant,robust_bilateral,0.8019714538786484,0.0025448288765671364,0.16288687928281848,data\processed\preprocessed\robust_bilateral\malignant\images\malignant_191.png,data\processed\preprocessed\robust_bilateral\malignant\masks\malignant_191_mask.png,,
malignant (191),malignant,robust_nlm,0.8053769734027914,0.002542608716581428,0.1644020715301172,,,data\processed\preprocessed\robust_nlm\malignant\images\malignant_191.png,data\processed\preprocessed\robust_nlm\malignant\masks\malignant_191_mask.png
benign (374),benign,raw,0.5772542808554637,0.0010938851492094072,-0.05805155150098734,,,,
benign (374),benign,robust_bilateral,0.6456288222939778,0.0007652680545794843,-0.029268826609756927,data\processed\preprocessed\robust_bilateral\benign\images\benign_374.png,data\processed\preprocessed\robust_bilateral\benign\masks\benign_374_mask.png,,
benign (374),benign,robust_nlm,0.6477704492605859,0.000864505608493737,-0.06954203919515899,,,data\processed\preprocessed\robust_nlm\benign\images\benign_374.png,data\processed\preprocessed\robust_nlm\benign\masks\benign_374_mask.png
benign (239),benign,raw,0.49500454008818495,0.0022094073670800326,0.14156166645887183,,,,
benign (239),benign,robust_bilateral,0.5145638655360514,0.0012386060734701373,0.18322473515083115,data\processed\preprocessed\robust_bilateral\benign\images\benign_239.png,data\processed\preprocessed\robust_bilateral\benign\masks\benign_239_mask.png,,
benign (239),benign,robust_nlm,0.5206474308886182,0.0016707393207256688,0.15832508623921196,,,data\processed\preprocessed\robust_nlm\benign\images\benign_239.png,data\processed\preprocessed\robust_nlm\benign\masks\benign_239_mask.png
benign (345),benign,raw,0.6674136007010386,0.0017152361107274383,-0.033648522344222505,,,,
benign (345),benign,robust_bilateral,0.7427445834869177,0.0014134122542140048,-0.0428679575501906,data\processed\preprocessed\robust_bilateral\benign\images\benign_345.png,data\processed\preprocessed\robust_bilateral\benign\masks\benign_345_mask.png,,
benign (345),benign,robust_nlm,0.7461102428907482,0.0013992368515504867,-0.04056741782999632,,,data\processed\preprocessed\robust_nlm\benign\images\benign_345.png,data\processed\preprocessed\robust_nlm\benign\masks\benign_345_mask.png
malignant (208),malignant,raw,0.8722761265206413,0.0036804424661660397,0.737062937956078,,,,
malignant (208),malignant,robust_bilateral,0.8852675077571669,0.0012373597729494763,0.7506731696218406,data\processed\preprocessed\robust_bilateral\malignant\images\malignant_208.png,data\processed\preprocessed\robust_bilateral\malignant\masks\malignant_208_mask.png,,
malignant (208),malignant,robust_nlm,0.8876481512991193,0.0017590805363761574,0.7517380627837303,,,data\processed\preprocessed\robust_nlm\malignant\images\malignant_208.png,data\processed\preprocessed\robust_nlm\malignant\masks\malignant_208_mask.png
benign (431),benign,raw,0.4982595690488731,0.0013124289945803385,0.4072312495698034,,,,
benign (431),benign,robust_bilateral,0.6129104771064542,0.0013429631051014824,0.4783769228890318,data\processed\preprocessed\robust_bilateral\benign\images\benign_431.png,data\processed\preprocessed\robust_bilateral\benign\masks\benign_431_mask.png,,
